user_id,item_id,rating,timestamp,datetime,title,release_date,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,49,3,878542478,1997-11-03 07:34:38,I.Q. (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,50,5,874965954,1997-09-22 22:05:54,Star Wars (1977),1977-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1,51,4,878543275,1997-11-03 07:47:55,Legends of the Fall (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,52,4,875072205,1997-09-24 03:36:45,"Madness of King George, The (1994)",1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,53,3,876893206,1997-10-15 05:26:46,Natural Born Killers (1994),1994-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,54,3,878543308,1997-11-03 07:48:28,Outbreak (1995),1995-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,55,5,875072688,1997-09-24 03:44:48,"Professional, The (1994)",1994-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1,56,4,875072716,1997-09-24 03:45:16,Pulp Fiction (1994),1994-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,57,5,878542459,1997-11-03 07:34:19,Priest (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,58,4,878542960,1997-11-03 07:42:40,Quiz Show (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,59,5,876892817,1997-10-15 05:20:17,Three Colors: Red (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,60,5,875072370,1997-09-24 03:39:30,Three Colors: Blue (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,61,4,878542420,1997-11-03 07:33:40,Three Colors: White (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,62,3,878542282,1997-11-03 07:31:22,Stargate (1994),1994-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,63,2,878543196,1997-11-03 07:46:36,"Santa Clause, The (1994)",1994-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,5,875072404,1997-09-24 03:40:04,"Shawshank Redemption, The (1994)",1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,65,4,875072125,1997-09-24 03:35:25,What's Eating Gilbert Grape (1993),1993-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,66,4,878543030,1997-11-03 07:43:50,While You Were Sleeping (1995),1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,67,3,876893054,1997-10-15 05:24:14,Ace Ventura: Pet Detective (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,68,4,875072688,1997-09-24 03:44:48,"Crow, The (1994)",1994-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,69,3,875072262,1997-09-24 03:37:42,Forrest Gump (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,70,3,875072895,1997-09-24 03:48:15,Four Weddings and a Funeral (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,71,3,876892425,1997-10-15 05:13:45,"Lion King, The (1994)",1994-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,72,4,878542678,1997-11-03 07:37:58,"Mask, The (1994)",1994-01-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,73,3,876892774,1997-10-15 05:19:34,Maverick (1994),1994-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,74,1,889751736,1998-03-13 01:15:36,Faster Pussycat! Kill! Kill! (1965),1965-01-01,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,75,4,878543238,1997-11-03 07:47:18,Brother Minister: The Assassination of Malcolm X (1994),1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,76,4,878543176,1997-11-03 07:46:16,Carlito's Way (1993),1993-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,77,4,876893205,1997-10-15 05:26:45,"Firm, The (1993)",1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,78,1,878543176,1997-11-03 07:46:16,Free Willy (1993),1993-01-01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,79,4,875072865,1997-09-24 03:47:45,"Fugitive, The (1993)",1993-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,80,4,876893008,1997-10-15 05:23:28,Hot Shots! Part Deux (1993),1993-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,81,5,875072865,1997-09-24 03:47:45,"Hudsucker Proxy, The (1994)",1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,82,5,878542589,1997-11-03 07:36:29,Jurassic Park (1993),1993-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,83,3,875072370,1997-09-24 03:39:30,Much Ado About Nothing (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,84,4,875072923,1997-09-24 03:48:43,Robert A. Heinlein's The Puppet Masters (1994),1994-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,85,3,875073180,1997-09-24 03:53:00,"Ref, The (1994)",1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,5,878543541,1997-11-03 07:52:21,"Remains of the Day, The (1993)",1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,87,5,878543541,1997-11-03 07:52:21,Searching for Bobby Fischer (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,88,4,878542791,1997-11-03 07:39:51,Sleepless in Seattle (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,89,5,875072484,1997-09-24 03:41:24,Blade Runner (1982),1982-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,90,4,878542300,1997-11-03 07:31:40,So I Married an Axe Murderer (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,91,5,876892636,1997-10-15 05:17:16,"Nightmare Before Christmas, The (1993)",1993-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,92,3,876892425,1997-10-15 05:13:45,True Romance (1993),1993-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,93,5,875071484,1997-09-24 03:24:44,Welcome to the Dollhouse (1995),1996-05-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,94,2,875072956,1997-09-24 03:49:16,Home Alone (1990),1990-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95,4,875072303,1997-09-24 03:38:23,Aladdin (1992),1992-01-01,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,96,5,875072716,1997-09-24 03:45:16,Terminator 2: Judgment Day (1991),1991-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,97,3,875073128,1997-09-24 03:52:08,Dances with Wolves (1990),1990-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,98,4,875072404,1997-09-24 03:40:04,"Silence of the Lambs, The (1991)",1991-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,99,3,875072547,1997-09-24 03:42:27,Snow White and the Seven Dwarfs (1937),1937-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,100,5,878543541,1997-11-03 07:52:21,Fargo (1996),1997-02-14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,101,2,878542845,1997-11-03 07:40:45,Heavy Metal (1981),1981-03-08,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,102,2,889751736,1998-03-13 01:15:36,"Aristocats, The (1970)",1970-01-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,103,1,878542845,1997-11-03 07:40:45,All Dogs Go to Heaven 2 (1996),1996-03-29,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,104,1,875241619,1997-09-26 02:40:19,Theodore Rex (1995),1996-03-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,105,2,875240739,1997-09-26 02:25:39,Sgt. Bilko (1996),1996-03-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,106,4,875241390,1997-09-26 02:36:30,Diabolique (1996),1996-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,107,4,875241619,1997-09-26 02:40:19,Moll Flanders (1996),1996-06-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,108,5,875240920,1997-09-26 02:28:40,Kids in the Hall: Brain Candy (1996),1996-04-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,5,874965739,1997-09-22 22:02:19,Mystery Science Theater 3000: The Movie (1996),1996-04-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,110,1,878542845,1997-11-03 07:40:45,Operation Dumbo Drop (1995),1995-01-01,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,111,5,889751711,1998-03-13 01:15:11,"Truth About Cats & Dogs, The (1996)",1996-04-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,112,1,878542441,1997-11-03 07:34:01,Flipper (1996),1996-05-10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,113,5,878542738,1997-11-03 07:38:58,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1996-04-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,114,5,875072173,1997-09-24 03:36:13,Wallace & Gromit: The Best of Aardman Animation (1996),1996-04-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,115,5,878541637,1997-11-03 07:20:37,"Haunted World of Edward D. Wood Jr., The (1995)",1996-04-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,116,3,878542960,1997-11-03 07:42:40,Cold Comfort Farm (1995),1996-04-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,117,3,874965739,1997-09-22 22:02:19,"Rock, The (1996)",1996-06-07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,118,3,875071927,1997-09-24 03:32:07,Twister (1996),1996-05-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,119,5,876893098,1997-10-15 05:24:58,Maya Lin: A Strong Clear Vision (1994),1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,120,1,875241637,1997-09-26 02:40:37,Striptease (1996),1996-06-28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,121,4,875071823,1997-09-24 03:30:23,Independence Day (ID4) (1996),1996-07-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,122,3,875241498,1997-09-26 02:38:18,"Cable Guy, The (1996)",1996-06-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,123,4,875071541,1997-09-24 03:25:41,"Frighteners, The (1996)",1996-07-19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,124,5,875071484,1997-09-24 03:24:44,Lone Star (1996),1996-06-21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,125,3,878542960,1997-11-03 07:42:40,Phenomenon (1996),1996-06-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,126,2,875071713,1997-09-24 03:28:33,"Spitfire Grill, The (1996)",1996-09-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,127,5,874965706,1997-09-22 22:01:46,"Godfather, The (1972)",1972-01-01,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,128,4,875072573,1997-09-24 03:42:53,Supercop (1992),1996-07-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,129,5,887431908,1998-02-14 04:51:48,Bound (1996),1996-10-04,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1,130,3,875072002,1997-09-24 03:33:22,Kansas City (1996),1996-08-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,131,1,878542552,1997-11-03 07:35:52,Breakfast at Tiffany's (1961),1961-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,132,4,878542889,1997-11-03 07:41:29,"Wizard of Oz, The (1939)",1939-01-01,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,133,4,876892818,1997-10-15 05:20:18,Gone with the Wind (1939),1939-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,134,4,875073067,1997-09-24 03:51:07,Citizen Kane (1941),1941-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,135,4,875072404,1997-09-24 03:40:04,2001: A Space Odyssey (1968),1968-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1,136,3,876893206,1997-10-15 05:26:46,Mr. Smith Goes to Washington (1939),1939-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,137,5,875071541,1997-09-24 03:25:41,Big Night (1996),1996-09-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,138,1,878543006,1997-11-03 07:43:26,D3: The Mighty Ducks (1996),1996-10-04,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,139,3,878543216,1997-11-03 07:46:56,"Love Bug, The (1969)",1969-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,140,1,878543133,1997-11-03 07:45:33,Homeward Bound: The Incredible Journey (1993),1993-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,141,3,878542608,1997-11-03 07:36:48,"20,000 Leagues Under the Sea (1954)",1954-01-01,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,142,2,878543238,1997-11-03 07:47:18,Bedknobs and Broomsticks (1971),1971-01-01,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,143,1,875072631,1997-09-24 03:43:51,"Sound of Music, The (1965)",1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,144,4,875073180,1997-09-24 03:53:00,Die Hard (1988),1988-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,145,2,875073067,1997-09-24 03:51:07,"Lawnmower Man, The (1992)",1992-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,146,4,875071561,1997-09-24 03:26:01,Unhook the Stars (1996),1996-10-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,147,3,875240993,1997-09-26 02:29:53,"Long Kiss Goodnight, The (1996)",1996-10-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,148,2,875240799,1997-09-26 02:26:39,"Ghost and the Darkness, The (1996)",1996-10-11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,149,2,878542791,1997-11-03 07:39:51,Jude (1996),1996-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,150,5,876892196,1997-10-15 05:09:56,Swingers (1996),1996-10-18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,151,4,875072865,1997-09-24 03:47:45,Willy Wonka and the Chocolate Factory (1971),1971-01-01,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,152,5,878542589,1997-11-03 07:36:29,Sleeper (1973),1973-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,153,3,876893230,1997-10-15 05:27:10,"Fish Called Wanda, A (1988)",1988-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,154,5,878543541,1997-11-03 07:52:21,Monty Python's Life of Brian (1979),1979-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,155,2,878542201,1997-11-03 07:30:01,Dirty Dancing (1987),1987-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,156,4,874965556,1997-09-22 21:59:16,Reservoir Dogs (1992),1992-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,157,4,876892918,1997-10-15 05:21:58,Platoon (1986),1986-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,158,3,878542699,1997-11-03 07:38:19,Weekend at Bernie's (1989),1989-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,159,3,875073180,1997-09-24 03:53:00,Basic Instinct (1992),1992-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,160,4,875072547,1997-09-24 03:42:27,Glengarry Glen Ross (1992),1992-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,161,4,875072303,1997-09-24 03:38:23,Top Gun (1986),1986-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,162,4,878542420,1997-11-03 07:33:40,On Golden Pond (1981),1981-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,163,4,875072442,1997-09-24 03:40:42,"Return of the Pink Panther, The (1974)",1974-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,164,3,876893171,1997-10-15 05:26:11,"Abyss, The (1989)",1989-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,165,5,874965518,1997-09-22 21:58:38,Jean de Florette (1986),1986-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,166,5,874965677,1997-09-22 22:01:17,Manon of the Spring (Manon des sources) (1986),1986-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,167,2,878542383,1997-11-03 07:33:03,Private Benjamin (1980),1980-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,168,5,874965478,1997-09-22 21:57:58,Monty Python and the Holy Grail (1974),1974-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,169,5,878543541,1997-11-03 07:52:21,"Wrong Trousers, The (1993)",1993-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
